date,temperature,humidity,rainfall
1996-11-01,22.333333333333332,52.916666666666664,0.0
1996-11-02,22.916666666666668,48.625,0.0
1996-11-03,21.791666666666668,55.958333333333336,0.0
1996-11-04,22.72222222222222,48.05555555555556,0.0
1996-11-05,27.8,29.4,0.0
1996-11-06,21.9375,47.875,0.0
1996-11-07,21.75,48.0,0.0
1996-11-08,21.26086956521739,45.21739130434783,0.0
1996-11-09,19.90909090909091,47.18181818181818,0.0
1996-11-10,20.454545454545453,44.13636363636363,0.0
1996-11-11,22.08695652173913,37.73913043478261,0.0
1996-11-12,23.458333333333332,39.333333333333336,0.0
1996-11-13,23.363636363636363,51.22727272727273,0.0
1996-11-14,21.88888888888889,45.72222222222222,0.0
1996-11-15,17.61111111111111,53.44444444444444,0.0
1996-11-16,17.19047619047619,39.80952380952381,0.0
1996-11-17,17.458333333333332,41.125,0.0
1996-11-18,18.63157894736842,39.21052631578947,0.0
1996-11-19,19.217391304347824,46.21739130434783,0.0
1996-11-20,19.636363636363637,61.36363636363637,0.0
1996-11-21,17.681818181818183,60.09090909090909,0.0
1996-11-22,14.88888888888889,56.44444444444444,0.0
1996-11-23,16.217391304347824,52.869565217391305,0.0
1996-11-24,16.125,51.708333333333336,0.0
1996-11-25,16.90909090909091,47.40909090909091,0.0
1996-11-26,19.136363636363637,46.63636363636363,0.0
1996-11-27,17.523809523809526,54.904761904761905,0.0
1996-11-28,17.31578947368421,45.68421052631579,0.0
1996-11-29,13.0,50.0,0.0
1996-11-30,14.227272727272727,48.95454545454545,0.0
1996-12-01,13.954545454545455,53.86363636363637,0.0
1996-12-02,15.285714285714286,49.19047619047619,0.0
1996-12-03,16.157894736842106,59.31578947368421,0.0
1996-12-04,16.238095238095237,56.095238095238095,0.0
1996-12-05,15.894736842105264,55.94736842105263,0.0
1996-12-06,14.304347826086957,52.65217391304348,0.0
1996-12-07,12.272727272727273,48.59090909090909,0.0
1996-12-08,11.08695652173913,43.08695652173913,0.0
1996-12-09,11.272727272727273,41.77272727272727,0.0
1996-12-10,11.045454545454545,43.13636363636363,0.0
1996-12-11,11.411764705882353,48.294117647058826,0.0
1996-12-12,11.5,49.3125,0.0
1996-12-13,12.80952380952381,53.38095238095238,0.0
1996-12-14,12.545454545454545,54.09090909090909,0.0
1996-12-15,12.421052631578947,51.26315789473684,0.0
1996-12-16,14.347826086956522,44.391304347826086,0.0
1996-12-17,14.545454545454545,55.68181818181818,0.0
1996-12-18,13.136363636363637,58.31818181818182,0.0
1996-12-19,13.1,62.3,0.0
1996-12-20,12.842105263157896,82.3157894736842,0.0
1996-12-21,16.208333333333332,63.5,0.0
1996-12-22,12.652173913043478,66.26086956521739,0.0
1996-12-23,12.95,70.45,0.0
1996-12-24,14.26086956521739,61.30434782608695,0.0
1996-12-25,15.523809523809524,67.23809523809524,0.0
1996-12-26,16.25,75.8,0.0
1996-12-27,14.857142857142858,71.38095238095238,0.0
1996-12-28,14.454545454545455,71.13636363636364,0.0
1996-12-29,14.909090909090908,67.04545454545455,0.0
1996-12-30,14.818181818181818,67.4090909090909,0.0
1996-12-31,14.590909090909092,76.77272727272727,0.0
1997-01-01,14.090909090909092,81.86363636363636,0.0
1997-01-02,13.304347826086957,82.43478260869566,0.0
1997-01-03,15.0,71.94736842105263,0.0
1997-01-04,15.909090909090908,70.9090909090909,0.0
1997-01-05,14.952380952380953,70.28571428571429,0.0
1997-01-06,13.8,82.0,0.0
1997-01-07,12.583333333333334,68.91666666666667,0.0
1997-01-08,13.238095238095237,63.57142857142857,0.0
1997-01-09,12.666666666666666,71.70833333333333,0.0
1997-01-10,12.954545454545455,70.22727272727273,0.0
1997-01-11,12.863636363636363,68.22727272727273,0.0
1997-01-12,12.523809523809524,74.14285714285714,0.0
1997-01-13,11.38888888888889,73.94444444444444,0.0
1997-01-14,11.5,73.5909090909091,0.0
1997-01-15,12.26086956521739,72.1304347826087,0.0
1997-01-16,8.8,88.2,0.0
1997-01-17,12.75,67.66666666666667,0.0
1997-01-18,15.75,46.5,0.0
1997-01-19,12.208333333333334,90.58333333333333,0.0
1997-01-20,13.333333333333334,86.33333333333333,0.0
1997-01-21,11.083333333333334,91.33333333333333,0.0
1997-01-22,9.583333333333334,90.25,0.0
1997-01-23,11.08695652173913,82.3913043478261,0.0
1997-01-24,10.91304347826087,75.17391304347827,0.0
1997-01-25,12.363636363636363,68.54545454545455,0.0
1997-01-26,13.590909090909092,73.0,0.0
1997-01-27,13.666666666666666,76.85714285714286,0.0
1997-01-28,12.652173913043478,81.0,0.0
1997-01-29,12.75,81.08333333333333,0.0
1997-01-30,16.153846153846153,69.46153846153847,0.0
1997-01-31,13.052631578947368,83.47368421052632,0.0
1997-02-01,15.238095238095237,72.85714285714286,0.0
1997-02-02,14.458333333333334,85.41666666666667,0.0
1997-02-03,14.666666666666666,89.52380952380952,0.0
1997-02-04,12.454545454545455,89.5,0.0
1997-02-05,12.3,70.0,0.0
1997-02-06,12.95,65.1,0.0
1997-02-07,13.066666666666666,63.4,0.0
1997-02-08,17.130434782608695,57.869565217391305,0.0
1997-02-09,14.047619047619047,81.57142857142857,0.0
1997-02-10,15.090909090909092,59.63636363636363,0.0
1997-02-11,13.5,58.958333333333336,0.0
1997-02-12,13.772727272727273,58.86363636363637,0.0
1997-02-13,15.625,52.416666666666664,0.0
1997-02-14,17.434782608695652,61.391304347826086,0.0
1997-02-15,17.5,60.27272727272727,0.0
1997-02-16,16.26086956521739,49.78260869565217,0.0
1997-02-17,15.772727272727273,48.04545454545455,0.0
1997-02-18,16.91304347826087,51.34782608695652,0.0
1997-02-19,16.772727272727273,46.27272727272727,0.0
1997-02-20,14.0,62.733333333333334,0.0
1997-02-21,16.05263157894737,55.21052631578947,0.0
1997-02-22,15.38888888888889,57.22222222222222,0.0
1997-02-23,18.26086956521739,52.56521739130435,0.0
1997-02-24,21.61904761904762,53.0,0.0
1997-02-25,19.142857142857142,71.07142857142857,0.0
1997-02-26,19.571428571428573,69.0,0.0
1997-02-27,18.75,50.0,0.0
1997-02-28,18.470588235294116,55.705882352941174,0.0
1997-03-01,24.764705882352942,48.05882352941177,0.0
1997-03-02,20.0,52.18181818181818,0.0
1997-03-03,15.904761904761905,60.0,0.0
1997-03-04,17.347826086956523,56.95652173913044,0.0
1997-03-05,19.166666666666668,53.583333333333336,0.0
1997-03-06,21.666666666666668,56.5,0.0
1997-03-07,21.782608695652176,61.04347826086956,0.0
1997-03-08,22.391304347826086,59.65217391304348,0.0
1997-03-09,21.82608695652174,73.0,0.0
1997-03-10,21.217391304347824,68.69565217391305,0.0
1997-03-11,23.125,61.666666666666664,0.0
1997-03-12,23.26086956521739,55.82608695652174,0.0
1997-03-13,20.714285714285715,69.28571428571429,0.0
1997-03-14,20.863636363636363,71.95454545454545,0.0
1997-03-15,22.529411764705884,64.58823529411765,0.0
1997-03-21,22.0,54.733333333333334,0.0
1997-03-22,19.238095238095237,70.76190476190476,0.0
1997-03-23,19.526315789473685,66.6842105263158,0.0
1997-03-24,19.954545454545453,58.68181818181818,0.0
1997-03-25,21.333333333333332,54.541666666666664,0.0
1997-03-26,22.454545454545453,52.54545454545455,0.0
1997-03-27,25.0,47.44444444444444,0.0
1997-03-28,23.555555555555557,63.166666666666664,0.0
1997-03-29,19.625,81.79166666666667,0.0
1997-03-30,21.526315789473685,68.57894736842105,0.0
1997-03-31,22.823529411764707,67.47058823529412,0.0
1997-04-01,23.714285714285715,63.19047619047619,0.0
1997-04-02,21.82608695652174,73.04347826086956,0.0
1997-04-03,18.363636363636363,90.9090909090909,0.0
1997-04-04,19.863636363636363,70.54545454545455,0.0
1997-04-05,21.11111111111111,67.61111111111111,0.0
1997-04-06,21.904761904761905,65.04761904761905,0.0
1997-04-07,23.08695652173913,66.6086956521739,0.0
1997-04-08,26.636363636363637,58.72727272727273,0.0
1997-04-09,23.238095238095237,77.95238095238095,0.0
1997-04-10,26.384615384615383,59.30769230769231,0.0
1997-04-11,27.0,59.625,0.0
1997-04-12,28.47826086956522,51.30434782608695,0.0
1997-04-13,28.26086956521739,47.869565217391305,0.0
1997-04-14,28.095238095238095,32.61904761904762,0.0
1997-04-15,27.583333333333332,39.541666666666664,0.0
1997-04-16,25.708333333333332,37.416666666666664,0.0
1997-04-17,24.318181818181817,38.09090909090909,0.0
1997-04-18,25.52173913043478,37.52173913043478,0.0
1997-04-19,26.652173913043477,36.95652173913044,0.0
1997-04-20,28.416666666666668,39.208333333333336,0.0
1997-04-21,29.5,35.59090909090909,0.0
1997-04-22,28.956521739130434,35.56521739130435,0.0
1997-04-23,30.09090909090909,34.0,0.0
1997-04-24,31.130434782608695,33.47826086956522,0.0
1997-04-25,29.944444444444443,29.666666666666668,0.0
1997-04-26,30.65,45.4,0.0
1997-04-27,28.695652173913043,56.91304347826087,0.0
1997-04-28,31.61111111111111,35.55555555555556,0.0
1997-05-04,23.466666666666665,88.13333333333334,0.0
1997-05-05,24.130434782608695,81.1304347826087,0.0
1997-05-06,26.434782608695652,65.21739130434783,0.0
1997-05-07,28.15,62.55,0.0
1997-05-08,26.4375,67.6875,0.0
1997-05-09,28.823529411764707,39.294117647058826,0.0
1997-05-10,28.88235294117647,28.176470588235293,0.0
1997-05-11,30.235294117647058,26.235294117647058,0.0
1997-05-12,31.2,31.0,0.0
1997-05-13,30.952380952380953,31.047619047619047,0.0
1997-05-14,31.045454545454547,28.727272727272727,0.0
1997-05-15,30.25,27.3,0.0
1997-05-16,29.166666666666668,32.55555555555556,0.0
1997-05-17,30.5,27.40909090909091,0.0
1997-05-18,32.95454545454545,23.09090909090909,0.0
1997-05-19,30.904761904761905,25.571428571428573,0.0
1997-05-20,33.0,24.142857142857142,0.0
1997-05-21,33.43478260869565,28.347826086956523,0.0
1997-05-22,31.772727272727273,35.40909090909091,0.0
1997-05-23,32.27272727272727,35.04545454545455,0.0
1997-05-24,32.285714285714285,36.476190476190474,0.0
1997-05-25,32.47826086956522,44.0,0.0
1997-05-26,33.4,53.65,0.0
1997-05-27,30.333333333333332,69.05555555555556,0.0
1997-05-28,29.272727272727273,71.31818181818181,0.0
1997-05-29,28.708333333333332,61.625,0.0
1997-05-30,28.0,65.33333333333333,0.0
1997-05-31,24.692307692307693,79.6923076923077,0.0
1997-06-01,26.263157894736842,72.26315789473684,0.0
1997-06-02,27.77777777777778,67.44444444444444,0.0
1997-06-05,31.166666666666668,48.583333333333336,0.0
1997-06-06,32.294117647058826,50.705882352941174,0.0
1997-06-07,33.083333333333336,49.083333333333336,0.0
1997-06-08,33.63157894736842,45.89473684210526,0.0
1997-06-10,31.533333333333335,55.6,0.0
1997-06-11,33.22727272727273,45.40909090909091,0.0
1997-06-12,30.4,64.5,0.0
1997-06-13,34.666666666666664,46.111111111111114,0.0
1997-06-14,33.91304347826087,49.65217391304348,0.0
1997-06-15,34.72222222222222,45.05555555555556,0.0
1997-06-16,36.15,39.7,0.0
1997-06-17,36.095238095238095,43.333333333333336,0.0
1997-06-18,34.63636363636363,51.59090909090909,0.0
1997-06-19,25.476190476190474,85.9047619047619,0.0
1997-06-20,27.347826086956523,91.8695652173913,0.0
1997-06-21,32.26086956521739,74.30434782608695,0.0
1997-06-22,33.3,68.15,0.0
1997-06-23,32.21739130434783,70.26086956521739,0.0
1997-06-24,32.36363636363637,75.81818181818181,0.0
1997-06-25,34.083333333333336,69.33333333333333,0.0
1997-06-26,30.76923076923077,81.6923076923077,0.0
1997-06-27,28.454545454545453,92.0,0.0
1997-06-28,31.4,79.0,0.0
